Approved symbol	Alias symbol	Previous symbol	Ensembl gene ID
MIRLET7G	hsa-let-7g	MIRNLET7G	ENSG00000199150
MIRLET7I	hsa-let-7i	MIRNLET7I	ENSG00000199179
MIRLET7IHG			ENSG00000257354
MIRN321	hsa-mir-321
MIRN560	hsa-mir-560
MIRN565	hsa-mir-565
MIRN594	hsa-mir-594
MIRN672	hsa-mir-672
MIRN674	hsa-mir-674
MIRN801	hsa-mir-801
MIRN871	hsa-mir-871
MIRN872	hsa-mir-872
MIS12	MGC2488		ENSG00000167842
MIS12	hMIS12		ENSG00000167842
MIS12	KNTC2AP		ENSG00000167842
MIS12	MTW1		ENSG00000167842
MIS18A	B28	C21orf46	ENSG00000159055
MIS18A	B28	C21orf45	ENSG00000159055
MIS18A	FASP1	C21orf46	ENSG00000159055
MIS18A	FASP1	C21orf45	ENSG00000159055
MIS18A	hMis18alpha	C21orf46	ENSG00000159055
MIS18A	hMis18alpha	C21orf45	ENSG00000159055
MIS18A-AS1			ENSG00000227256
MIS18BP1	M18BP1	C14orf106	ENSG00000129534
MIS18BP1	FLJ11186	C14orf106	ENSG00000129534
MIS18BP1	KIAA1903	C14orf106	ENSG00000129534
MIS18BP1	KNL2	C14orf106	ENSG00000129534
MISFA	Kastor	SPTY2D1-AS1	ENSG00000247595
MISFA	Kastor	SPTY2D1OS	ENSG00000247595
MISFA	Polluks	SPTY2D1-AS1	ENSG00000247595
MISFA	Polluks	SPTY2D1OS	ENSG00000247595
MISP	DKFZp686H18209	C19orf21	ENSG00000099812
MISP	Caprice	C19orf21	ENSG00000099812
MISP	MISP1	C19orf21	ENSG00000099812
MISP3			ENSG00000141854
MITA1	hNAIL		ENSG00000285744
MITD1	LOC129531		ENSG00000158411
MITF	MI	WS2A	ENSG00000187098
MITF	MI	WS2	ENSG00000187098
MITF	bHLHe32	WS2A	ENSG00000187098
MITF	bHLHe32	WS2	ENSG00000187098
MIX23	FLJ33273	CCDC58	ENSG00000160124
MIX23P1		CCDC58P1	ENSG00000264311
MIX23P2		CCDC58P2	ENSG00000236944
MIX23P3		CCDC58P3	ENSG00000267076
MIX23P4		CCDC58P4
MIX23P5		CCDC58P5	ENSG00000256681
MIXL1	MILD1		ENSG00000185155
MIXL1	MIXL		ENSG00000185155
MKI67	MIB-1		ENSG00000148773
MKI67	PPP1R105		ENSG00000148773
MKI67	Ki-67		ENSG00000148773
MKI67P1			ENSG00000270499
MKKS		BBS6	ENSG00000125863
MKLN1	TWA2		ENSG00000128585
MKLN1-AS		MKLN1-AS2	ENSG00000236753
MKNK1	MNK1		ENSG00000079277
MKNK1-AS1			ENSG00000269956
MKNK2	MNK2	GPRK7	ENSG00000099875
MKNK2P1			ENSG00000233533
MKRN1	RNF61		ENSG00000133606
MKRN2	RNF62		ENSG00000075975
MKRN2	HSPC070		ENSG00000075975
MKRN2OS		MKRN2-AS1	ENSG00000225526
MKRN2OS		C3orf83	ENSG00000225526
MKRN3	RNF63	ZNF127	ENSG00000179455
MKRN3	RNF63	D15S9	ENSG00000179455
MKRN3	ZFP127	ZNF127	ENSG00000179455
MKRN3	ZFP127	D15S9	ENSG00000179455
MKRN3	MGC88288	ZNF127	ENSG00000179455
MKRN3	MGC88288	D15S9	ENSG00000179455
MKRN3-AS1	FNZ127	ZNF127AS
MKRN3-AS1	FNZ127	MKRN3AS
MKRN3-AS1	FNZ127	MKRN3-AS
MKRN3-AS1	NCRNA00009	ZNF127AS
MKRN3-AS1	NCRNA00009	MKRN3AS
MKRN3-AS1	NCRNA00009	MKRN3-AS
MKRN3-AS1	ZNF127-AS	ZNF127AS
MKRN3-AS1	ZNF127-AS	MKRN3AS
MKRN3-AS1	ZNF127-AS	MKRN3-AS
MKRN4P	ZNF-Xp	ZNF127L1	ENSG00000238222
MKRN4P	ZNF-Xp	MKRN4	ENSG00000238222
MKRN4P	ZNF-Xp	MKRNP5	ENSG00000238222
MKRN4P	RNF64	ZNF127L1	ENSG00000238222
MKRN4P	RNF64	MKRN4	ENSG00000238222
MKRN4P	RNF64	MKRNP5	ENSG00000238222
MKRN5P	ZNF-Xq	ZNF127L2	ENSG00000224430
MKRN5P	ZNF-Xq	MKRNP1	ENSG00000224430
MKRN6P		MKRNP2	ENSG00000227154
MKRN7P		ZNF127L5	ENSG00000225849
MKRN7P		MKRNP3	ENSG00000225849
MKRN8P	LOC391033	ZNF127L4	ENSG00000237090
MKRN8P	LOC391033	MKRNP4	ENSG00000237090
MKRN9P	MKRN9	ZNF127L3	ENSG00000258128
MKRN9P	MKRN9	MKRN5	ENSG00000258128
MKRN9P	MKRN9	MKRNP6	ENSG00000258128
MKRN9P	RNF65	ZNF127L3	ENSG00000258128
MKRN9P	RNF65	MKRN5	ENSG00000258128
MKRN9P	RNF65	MKRNP6	ENSG00000258128
MKRN10P			ENSG00000233820
MKS1	FLJ20345	MKS	ENSG00000011143
MKS1	POC12	MKS	ENSG00000011143
MKS1	BBS13	MKS	ENSG00000011143
MKX	MGC39616	C10orf48	ENSG00000150051
MKX	MGC39616	IRXL1	ENSG00000150051
MKX-AS1			ENSG00000230500
MLANA	MART1		ENSG00000120215
MLANA	MART-1		ENSG00000120215
MLC1	MLC		ENSG00000100427
MLC1	KIAA0027		ENSG00000100427
MLC1	LVM		ENSG00000100427
MLC1	VL		ENSG00000100427
MLDHR	MP31		ENSG00000289051
MLDHR	PTENURF		ENSG00000289051
MLEC		KIAA0152	ENSG00000110917
MLECP1			ENSG00000277899
MLF1			ENSG00000178053
MLF1-DT			ENSG00000243150
MLF2	NTN4		ENSG00000089693
MLH1	HNPCC	COCA2	ENSG00000076242
MLH1	FCC2	COCA2	ENSG00000076242
MLH1	HNPCC2	COCA2	ENSG00000076242
MLH1	MLH-1	COCA2	ENSG00000076242
MLH3			ENSG00000119684
MLIP	MGC18257	C6orf142	ENSG00000146147
MLIP	CIP	C6orf142	ENSG00000146147
MLIP-AS1			ENSG00000235050
MLIP-IT1			ENSG00000236996
MLKL	FLJ34389		ENSG00000168404
MLLT1	ENL		ENSG00000130382
MLLT1	LTG19		ENSG00000130382
MLLT1	YEATS1		ENSG00000130382
MLLT3	AF-9		ENSG00000171843
MLLT3	AF9		ENSG00000171843
MLLT3	YEATS3		ENSG00000171843
MLLT6	AF17		ENSG00000275023
MLLT6	FLJ23480		ENSG00000275023
MLLT10	AF10		ENSG00000078403
MLLT10P1	bA348I14.3	MLLT10L	ENSG00000238151
MLLT10P2			ENSG00000249462
MLLT11	AF1Q		ENSG00000213190
MLN			ENSG00000096395
MLNR		GPR38	ENSG00000102539
MLPH	l1Rk3		ENSG00000115648
MLPH	l(1)-3Rk		ENSG00000115648
MLPH	Slac-2a		ENSG00000115648
MLPH	ln		ENSG00000115648
MLPH	exophilin-3		ENSG00000115648
MLPH	SLAC2-A		ENSG00000115648
MLPL1
MLST8	Lst8		ENSG00000167965
MLST8	Pop3		ENSG00000167965
MLST8	GBL		ENSG00000167965
MLST8	GbetaL		ENSG00000167965
MLVI2
MLX	MAD7	TCFL4	ENSG00000108788
MLX	MXD7	TCFL4	ENSG00000108788
MLX	bHLHd13	TCFL4	ENSG00000108788
MLXIP	MONDOA		ENSG00000175727
MLXIP	KIAA0867		ENSG00000175727
MLXIP	MIR		ENSG00000175727
MLXIP	bHLHe36		ENSG00000175727
MLXIPL	WS-bHLH	WBSCR14	ENSG00000009950
MLXIPL	MIO	WBSCR14	ENSG00000009950
MLXIPL	CHREBP	WBSCR14	ENSG00000009950
MLXIPL	MONDOB	WBSCR14	ENSG00000009950
MLXIPL	bHLHd14	WBSCR14	ENSG00000009950
MLXP1			ENSG00000226539
MLYCD	MCD		ENSG00000103150
MLYCD	hMCD		ENSG00000103150
MMAA	cblA		ENSG00000151611
MMAB	cblB		ENSG00000139428
MMAB	CFAP23		ENSG00000139428
MMACHC	DKFZP564I122		ENSG00000132763
MMACHC	cblC		ENSG00000132763
MMACHCP1			ENSG00000237501
MMADHC	CL25022	C2orf25	ENSG00000168288
MMADHC	cblD	C2orf25	ENSG00000168288
MMADHC-DT			ENSG00000231969
MMADHCP1			ENSG00000237252
MMADHCP2			ENSG00000254708
MMC
MMD	MMA		ENSG00000108960
MMD	PAQR11		ENSG00000108960
MMD2	PAQR10		ENSG00000136297
MME	CALLA		ENSG00000196549
MME	CD10		ENSG00000196549
MME	NEP		ENSG00000196549
MME-AS1			ENSG00000240666
MMEL1	SEP	MMEL2	ENSG00000142606
MMEL1	NL1	MMEL2	ENSG00000142606
MMEL1	NL2	MMEL2	ENSG00000142606
MMEL1	NEPII	MMEL2	ENSG00000142606
MMEL1-AS1			ENSG00000237058
MMGT1	EMC5	TMEM32	ENSG00000169446
MMP1		CLG	ENSG00000196611
MMP2	TBE-1	CLG4	ENSG00000087245
MMP2	TBE-1	CLG4A	ENSG00000087245
MMP2-AS1	ENST00000569037		ENSG00000260135
MMP3		STMY1	ENSG00000149968
MMP3		STMY	ENSG00000149968
MMP7	PUMP-1	MPSL1	ENSG00000137673
MMP8		CLG1	ENSG00000118113
MMP9		CLG4B	ENSG00000100985
MMP10		STMY2	ENSG00000166670
MMP11		STMY3	ENSG00000099953
MMP12	HME		ENSG00000262406
MMP13	CLG3		ENSG00000137745
MMP14	MT1-MMP		ENSG00000157227
MMP15	MT2-MMP		ENSG00000102996
MMP15	MTMMP2		ENSG00000102996
MMP15	SMCP-2		ENSG00000102996
MMP16	MT3-MMP	C8orf57	ENSG00000156103
MMP16	DKFZp761D112	C8orf57	ENSG00000156103
MMP17	MT4-MMP		ENSG00000198598
MMP19	RASI-1	MMP18	ENSG00000123342
MMP20			ENSG00000137674
MMP20-AS1	AP000851.1		ENSG00000256916
MMP21			ENSG00000154485
MMP23A	MIFR	MMP21	ENSG00000215914
MMP23B	MIFR	MMP22	ENSG00000189409
MMP23B	MIFR-1	MMP22	ENSG00000189409
MMP24	MT5-MMP		ENSG00000125966
MMP24OS		MMP24-AS1	ENSG00000126005
MMP25	MT6-MMP	MMPL1	ENSG00000008516
MMP25	MT6-MMP	MMP20	ENSG00000008516
MMP25-AS1			ENSG00000261971
MMP26	endometase		ENSG00000167346
MMP26	MGC126590		ENSG00000167346
MMP26	MGC126592		ENSG00000167346
MMP27			ENSG00000137675
MMP28	MMP-25		ENSG00000271447
MMP28	MM28		ENSG00000271447
MMP28	EPILYSIN		ENSG00000271447
MMP28	MMP-28		ENSG00000271447
MMRN1	ECM	MMRN	ENSG00000138722
MMRN1	EMILIN4	MMRN	ENSG00000138722
MMRN1	GPIa*	MMRN	ENSG00000138722
MMRN2	EndoGlyx-1	EMILIN3	ENSG00000173269
MMRN2	FLJ13465	EMILIN3	ENSG00000173269
MMS19	MET18	MMS19L	ENSG00000155229
MMS19	hMMS19	MMS19L	ENSG00000155229
MMS19	CIAO4	MMS19L	ENSG00000155229
MMS22L	dJ39B17.2	C6orf167	ENSG00000146263
MMUT	MCM	MUT	ENSG00000146085
MMVP1
MMVP2
MN1	MGCR1-PEN	MGCR	ENSG00000169184
MN1	MGCR1	MGCR	ENSG00000169184
MNAT1	MAT1		ENSG00000020426
MNAT1	RNF66		ENSG00000020426
MND1	GAJ		ENSG00000121211
MND1P1			ENSG00000229052
MNDA	PYHIN3		ENSG00000163563
MNS1	FLJ11222		ENSG00000138587
MNS1	SPATA40		ENSG00000138587
MNT	ROX		ENSG00000070444
MNT	MXD6		ENSG00000070444
MNT	MAD6		ENSG00000070444
MNT	bHLHd3		ENSG00000070444
MNT	lncRNA-HAL		ENSG00000070444
MNX1	HB9	HLXB9	ENSG00000130675
MNX1	HOXHB9	HLXB9	ENSG00000130675
MNX1	SCRA1	HLXB9	ENSG00000130675
MNX1-AS1	CCAT5		ENSG00000243479
MNX1-AS1	LOC645249		ENSG00000243479
MNX1-AS1	MAYA		ENSG00000243479
MNX1-AS2	ENST00000429228		ENSG00000235029
MOAP1	MAP-1		ENSG00000165943
MOAP1	PNMA4		ENSG00000165943
MOB1A	FLJ10788	C2orf6	ENSG00000114978
MOB1A	FLJ10788	MOBK1B	ENSG00000114978
MOB1A	FLJ10788	MOBKL1B	ENSG00000114978
MOB1A	MOB1	C2orf6	ENSG00000114978
MOB1A	MOB1	MOBK1B	ENSG00000114978
MOB1A	MOB1	MOBKL1B	ENSG00000114978
MOB1A	FLJ11595	C2orf6	ENSG00000114978
MOB1A	FLJ11595	MOBK1B	ENSG00000114978
MOB1A	FLJ11595	MOBKL1B	ENSG00000114978
MOB1A	Mob4B	C2orf6	ENSG00000114978
MOB1A	Mob4B	MOBK1B	ENSG00000114978
MOB1A	Mob4B	MOBKL1B	ENSG00000114978
MOB1A	Mats1	C2orf6	ENSG00000114978
MOB1A	Mats1	MOBK1B	ENSG00000114978
MOB1A	Mats1	MOBKL1B	ENSG00000114978
MOB1AP1		MOBKL1BP1	ENSG00000228241
MOB1AP2		MOBKL1BP2	ENSG00000233810
MOB1B	MOB4A	MOBKL1A	ENSG00000173542
MOB2	HCCA2		ENSG00000182208
MOB3A	MOB1C	MOBKL2A	ENSG00000172081
MOB3A	MOB-LAK	MOBKL2A	ENSG00000172081
MOB3A	moblak	MOBKL2A	ENSG00000172081
MOB3B	MOB1D	MOBKL2B	ENSG00000120162
MOB3B	MOB1D	C9orf35	ENSG00000120162
MOB3B	FLJ13204	MOBKL2B	ENSG00000120162
MOB3B	FLJ13204	C9orf35	ENSG00000120162
MOB3C	MOB1E	MOBKL2C	ENSG00000142961
MOB4	MOB3	PREI3	ENSG00000115540
MOB4	MOB3	MOBKL3	ENSG00000115540
MOB4	DKFZP564M112	PREI3	ENSG00000115540
MOB4	DKFZP564M112	MOBKL3	ENSG00000115540
MOB4	CGI-95	PREI3	ENSG00000115540
MOB4	CGI-95	MOBKL3	ENSG00000115540
MOB4	2C4D	PREI3	ENSG00000115540
MOB4	2C4D	MOBKL3	ENSG00000115540
MOB4	PHOCN	PREI3	ENSG00000115540
MOB4	PHOCN	MOBKL3	ENSG00000115540
MOB4P1			ENSG00000231386
MOB4P2			ENSG00000271318
MOBP			ENSG00000168314
MOCOS	HMCS		ENSG00000075643
MOCOS	FLJ20733		ENSG00000075643
MOCOS	MOS		ENSG00000075643
MOCOS	MCS		ENSG00000075643
MOCS1	MOCOD		ENSG00000124615
MOCS1	MOCS1A		ENSG00000124615
MOCS1	MOCS1B		ENSG00000124615
MOCS1P1		MOCS1P2	ENSG00000260347
MOCS2	MOCO1		ENSG00000164172
MOCS2	MOCS2A		ENSG00000164172
MOCS2	MOCS2B		ENSG00000164172
MOCS2-DT			ENSG00000247796
MOCS3	UBA4		ENSG00000124217
MOCS3	dJ914P20.3		ENSG00000124217
MOCS3P1		MOCS3P
MOCS3P2
MOG	BTN6		ENSG00000204655
MOG	BTNL11		ENSG00000204655
MOGAT1	DGAT2L	DGAT2L1	ENSG00000124003
MOGAT1	MGAT1	DGAT2L1	ENSG00000124003
MOGAT2	MGAT2		ENSG00000166391
MOGAT2	DGAT2L5		ENSG00000166391
MOGAT2	FLJ22644		ENSG00000166391
MOGAT3	DC7		ENSG00000106384
MOGAT3	MGAT3		ENSG00000106384
MOGAT3	DGAT2L2		ENSG00000106384
MOGS	GCS1		ENSG00000115275
MOGS	CWH41		ENSG00000115275
MOGS	DER7		ENSG00000115275
MOK	RAGE1	RAGE	ENSG00000080823
MOK	STK30	RAGE	ENSG00000080823
MON1A	MGC13272		ENSG00000164077
MON1A	SAND1		ENSG00000164077
MON1B	SAND2		ENSG00000103111
MON1B	HSRG1		ENSG00000103111
MON1B	KIAA0872		ENSG00000103111
MON2	KIAA1040		ENSG00000061987
MON2-AS1	AC079035.1		ENSG00000257568
MORC1	ZCW6	MORC	ENSG00000114487
MORC1	CT33	MORC	ENSG00000114487
MORC1-AS1			ENSG00000239314
MORC2	ZCW3	ZCWCC1	ENSG00000133422
MORC2	KIAA0852	ZCWCC1	ENSG00000133422
MORC2	AC004542.C22.1	ZCWCC1	ENSG00000133422
MORC2-AS1	FLJ35801	C22orf27	ENSG00000235989
MORC2-AS1	FLJ35801	NCRNA00325	ENSG00000235989
MORC3	ZCW5	ZCWCC3	ENSG00000159256
MORC3	NXP2	ZCWCC3	ENSG00000159256
MORC3	KIAA0136	ZCWCC3	ENSG00000159256
MORC4	ZCW4	ZCWCC2	ENSG00000133131
MORC4	FLJ11565	ZCWCC2	ENSG00000133131
MORF4		SEN	ENSG00000234801
MORF4		SEN1	ENSG00000234801
MORF4L1	MRG15		ENSG00000185787
MORF4L1	MORFRG15		ENSG00000185787
MORF4L1	HsT17725		ENSG00000185787
MORF4L1	Eaf3		ENSG00000185787
MORF4L1	MEAF3		ENSG00000185787
MORF4L1P1	MRG1	MORF4LP1	ENSG00000218283
MORF4L1P2		MORF4LP2
MORF4L1P3	MRG11	MORF4LP3	ENSG00000255040
MORF4L1P4			ENSG00000225133
MORF4L1P5		MORF4LP5	ENSG00000231857
MORF4L1P6			ENSG00000233162
MORF4L1P7			ENSG00000225904
MORF4L2	KIAA0026		ENSG00000123562
MORF4L2	MRGX		ENSG00000123562
MORF4L2-AS1			ENSG00000231154
MORF4L2P1	MRG4	MORF4LP4	ENSG00000250147
MORN1	FLJ13941		ENSG00000116151
MORN2	MOPT		ENSG00000188010
MORN3			ENSG00000139714
MORN4	bA548K23.4	C10orf83	ENSG00000171160
MORN4	FLJ25925	C10orf83	ENSG00000171160
MORN4	rtp	C10orf83	ENSG00000171160
MORN5	FLJ46909	C9orf113	ENSG00000185681
MORN5	FLJ46909	C9orf18	ENSG00000185681
MOS			ENSG00000172680
MOSMO	ATTHOG	C16orf52	ENSG00000185716
MOSMO	BC030336	C16orf52	ENSG00000185716
MOSPD1	dJ473B4		ENSG00000101928
MOSPD2	MGC26706		ENSG00000130150
MOSPD3	CDS3		ENSG00000106330
MOSPD3	NET30		ENSG00000106330
MOV10	gb110		ENSG00000155363
MOV10	MGC2948		ENSG00000155363
MOV10	fSAP113		ENSG00000155363
MOV10L1	DJ402G11.8		ENSG00000073146
MOV10L1	DKFZp434B0717		ENSG00000073146
MOV10L1	CHAMP		ENSG00000073146
MOXD1	DKFZP564G202		ENSG00000079931
MOXD1	MOX		ENSG00000079931
MOXD1	dJ248E1.1		ENSG00000079931
MOXD2P		MOXD2	ENSG00000240268
MPC1	dJ68L15.3	BRP44L	ENSG00000060762
MPC1	CGI-129	BRP44L	ENSG00000060762
MPC1	SLC54A1	BRP44L	ENSG00000060762
MPC1-DT			ENSG00000261420
MPC1L	SLC54A3		ENSG00000238205
MPC2	DKFZP564B167	BRP44	ENSG00000143158
MPC2	SLC54A2	BRP44	ENSG00000143158
MPDU1	SL15		ENSG00000129255
MPDU1	Lec35		ENSG00000129255
MPDU1	PQLC5		ENSG00000129255
MPDU1	CDGIf		ENSG00000129255
MPDU1	SLC66A5		ENSG00000129255
MPDU1-AS1	AC016876.1		ENSG00000233223
MPDZ	MUPP1		ENSG00000107186
MPE
MPEG1	MPG1		ENSG00000197629
MPFD	CFTD
MPFD	CFTDM
MPG	MDG		ENSG00000103152
MPHOSPH6	MPP6		ENSG00000135698
MPHOSPH6-DT			ENSG00000261029
MPHOSPH6P1			ENSG00000271428
MPHOSPH8	mpp8		ENSG00000196199
MPHOSPH8	HSMPP8		ENSG00000196199
MPHOSPH9	MPP9		ENSG00000051825
MPHOSPH10	MPP10		ENSG00000124383
MPHOSPH10	MPP10P		ENSG00000124383
MPHOSPH10	CT90		ENSG00000124383
MPHOSPH10	PPP1R106		ENSG00000124383
MPHOSPH10P1			ENSG00000260078
MPHOSPH10P2			ENSG00000254912
MPHOSPH10P3			ENSG00000283345
MPHOSPH10P4			ENSG00000258797
MPHOSPH10P5			ENSG00000277505
MPHOSPH10P6			ENSG00000260399
MPHOSPH10P7			ENSG00000261497
MPHOSPH10P8
MPHOSPH10P9			ENSG00000275363
MPI			ENSG00000178802
MPIG6B	G6b	C6orf25	ENSG00000204420
MPIG6B	NG31	C6orf25	ENSG00000204420
MPIG6B	G6b-B	C6orf25	ENSG00000204420
MPL	CD110		ENSG00000117400
MPL	TPOR		ENSG00000117400
MPL	THPOR		ENSG00000117400
MPLKIP	ORF20	C7orf11	ENSG00000168303
MPLKIP	TTDN1	C7orf11	ENSG00000168303
MPND	FLJ14981		ENSG00000008382
MPO			ENSG00000005381
MPP1	PEMP	DXS552E	ENSG00000130830
MPP2	DKFZp761D0712	DLG2	ENSG00000108852
MPP3		DLG3	ENSG00000161647
MPP4		DLG6	ENSG00000082126
MPP7	FLJ32798		ENSG00000150054
MPP7-DT			ENSG00000282996
MPPE1	PGAP5		ENSG00000154889
MPPE1	Cdc1		ENSG00000154889
MPPE1P1		MPPE1P	ENSG00000258990
MPPE1P2			ENSG00000225544
MPPED1	239AB	C22orf1	ENSG00000186732
MPPED1	FAM1A	C22orf1	ENSG00000186732
MPPED2	239FB	C11orf8	ENSG00000066382
MPPED2	D11S302E	C11orf8	ENSG00000066382
MPPED2	Hs.46638	C11orf8	ENSG00000066382
MPPED2	FAM1B	C11orf8	ENSG00000066382
MPPED2	dJ873F21.1	C11orf8	ENSG00000066382
MPPED2	dJ1024C24.1	C11orf8	ENSG00000066382
MPPED2-AS1	RP5-1024C24.1		ENSG00000254489
MPRIP	RHOIP3		ENSG00000133030
MPRIP	M-RIP		ENSG00000133030
MPRIP	p116Rip		ENSG00000133030
MPRIP-AS1			ENSG00000225442
MPRIPP1			ENSG00000214820
MPST	MST		ENSG00000128309
MPST	TST2		ENSG00000128309
MPST	TUM1		ENSG00000128309
MPTX1			ENSG00000215846
MPV17	SYM1		ENSG00000115204
MPV17L	FLJ39599		ENSG00000156968
MPV17L	M-LPH		ENSG00000156968
MPV17L	M-LPH1		ENSG00000156968
MPV17L	M-LPH2		ENSG00000156968
MPV17L	MPV17L1		ENSG00000156968
MPV17L2	FKSG24		ENSG00000254858
MPV17L2	MGC12972		ENSG00000254858
MPV17L2P1			ENSG00000234413
MPZ	HMSNIB	CMT1	ENSG00000158887
MPZ	HMSNIB	CMT1B	ENSG00000158887
MPZ	CMT2I	CMT1	ENSG00000158887
MPZ	CMT2I	CMT1B	ENSG00000158887
MPZ	CMT2J	CMT1	ENSG00000158887
MPZ	CMT2J	CMT1B	ENSG00000158887
MPZ	P0	CMT1	ENSG00000158887
MPZ	P0	CMT1B	ENSG00000158887
MPZL1	PZR		ENSG00000197965
MPZL1	FLJ21047		ENSG00000197965
MPZL2	EVA	EVA1	ENSG00000149573
MPZL3			ENSG00000160588
MR1		HLALS	ENSG00000153029
MRAP	B27	C21orf61	ENSG00000170262
MRAP	FALP	C21orf61	ENSG00000170262
MRAP	MRAP1	C21orf61	ENSG00000170262
MRAP-AS1			ENSG00000232623
MRAP2	bA51G5.2	C6orf117	ENSG00000135324
MRAS	M-RAs		ENSG00000158186
MRAS	R-RAS3		ENSG00000158186
MRAS	RRAS3		ENSG00000158186
MRC1	CLEC13D	MRC1L1	ENSG00000260314
MRC1	CD206	MRC1L1	ENSG00000260314
MRC1	bA541I19.1	MRC1L1	ENSG00000260314
MRC1	CLEC13DL	MRC1L1	ENSG00000260314
MRC2	KIAA0709		ENSG00000011028
MRC2	ENDO180		ENSG00000011028
MRC2	CLEC13E		ENSG00000011028
MRC2	CD280		ENSG00000011028
MRE11	ATLD	MRE11A	ENSG00000020922
MRE11P1		MRE11B	ENSG00000242537
MREG	FLJ10116		ENSG00000118242
MREG	DSU		ENSG00000118242
MREG	WDT2		ENSG00000118242
MREGP1			ENSG00000270395
MRFAP1	PAM14		ENSG00000179010
MRFAP1	PGR1		ENSG00000179010
MRFAP1L1	MGC9651		ENSG00000178988
MRFAP1L2			ENSG00000170846
MRFAP1P1	HDRACA		ENSG00000260081
MRGBP	FLJ10914	C20orf20	ENSG00000101189
MRGBP	MRG15BP	C20orf20	ENSG00000101189
MRGBP	Eaf7	C20orf20	ENSG00000101189
MRGPRD	mrgD		ENSG00000172938
MRGPRE	mrgE	GPR167	ENSG00000184350
MRGPRF	MGC21621	GPR168	ENSG00000172935
MRGPRF	MGC21621	GPR140	ENSG00000172935
MRGPRF	mrgF	GPR168	ENSG00000172935
MRGPRF	mrgF	GPR140	ENSG00000172935
MRGPRF-AS1			ENSG00000256508
MRGPRG	mrgG	GPR169	ENSG00000182170
MRGPRG-AS1	FLJ36102	C11orf36	ENSG00000236301
MRGPRG-AS1	HSD-40	C11orf36	ENSG00000236301
MRGPRX1	MRGX1		ENSG00000170255
MRGPRX2	MRGX2		ENSG00000183695
MRGPRX3	MRGX3		ENSG00000179826
MRGPRX4	MRGX4		ENSG00000179817
MRGPRX5P			ENSG00000255536
MRGPRX6P			ENSG00000254541
MRGPRX7P			ENSG00000254529
MRGPRX8P			ENSG00000276789
MRGPRX9P			ENSG00000255424
MRGPRX10P			ENSG00000254720
MRGPRX11P			ENSG00000254738
MRGPRX12P			ENSG00000254857
MRGPRX13P			ENSG00000254546
MRI1	MGC3207		ENSG00000037757
MRI1	Ypr118w		ENSG00000037757
MRI1	mtnA		ENSG00000037757
MRI1	MRDI		ENSG00000037757
MRLN	M1	LINC00948	ENSG00000227877
MRLN	MUSER1	LINC00948	ENSG00000227877
MRLN	MLN	LINC00948	ENSG00000227877
MRLN	Linc-RAM	LINC00948	ENSG00000227877
MRM1	FLJ22578		ENSG00000278619
MRM2	FJH1	FTSJ2	ENSG00000122687
MRM2	RRMJ2	FTSJ2	ENSG00000122687
MRM3	FLJ10581	RNMTL1	ENSG00000171861
MRM3	HC90	RNMTL1	ENSG00000171861
MRM3	RMTL1	RNMTL1	ENSG00000171861
MRM3-AS1			ENSG00000262434
MRM3P1		RNMTL1P1	ENSG00000231553
MRM3P2		RNMTL1P2	ENSG00000236195
MRNIP	MGC65027	C5orf45	ENSG00000161010
MRNIP	MGC78537	C5orf45	ENSG00000161010
MRNIP	DKFZp686L2452	C5orf45	ENSG00000161010
MRNIP	LOC51149	C5orf45	ENSG00000161010
MRNIP-DT			ENSG00000245317
MRO	B29	C18orf3	ENSG00000134042
MRO	FLJ30140	C18orf3	ENSG00000134042
MROCKI	LOC285758	LINC01268	ENSG00000227502
MROCKI	ROCKI	LINC01268	ENSG00000227502
MROH1	KIAA1833	HEATR7A	ENSG00000179832
MROH2A		HEATR7B1	ENSG00000185038
MROH2B	DKFZp781F0822	HEATR7B2	ENSG00000171495
MROH2B	FLJ40243	HEATR7B2	ENSG00000171495
MROH2B	SPIF	HEATR7B2	ENSG00000171495
MROH3P		C1orf81	ENSG00000233217
MROH4P			ENSG00000232722
MROH5	FLJ43860		ENSG00000226807
MROH6		C8orf73	ENSG00000204839
MROH7	FLJ46354	C1orf175	ENSG00000184313
MROH7	FLJ46354	HEATR8	ENSG00000184313
MROH7-TTC4			ENSG00000271723
MROH8	dJ621N11.4	C20orf131	ENSG00000101353
MROH8	dJ621N11.4	C20orf132	ENSG00000101353
MROH8	dJ621N11.3	C20orf131	ENSG00000101353
MROH8	dJ621N11.3	C20orf132	ENSG00000101353
MROH9	FLJ23550	C1orf129	ENSG00000117501
MROH9	ARMC11	C1orf129	ENSG00000117501
MROS	MRS
MRPL	MRP-L32
MRPL	RPML32
MRPL1	BM022		ENSG00000169288
MRPL1	uL1m		ENSG00000169288
MRPL2	MRP-L14		ENSG00000112651
MRPL2	RPML14		ENSG00000112651
MRPL2	CGI-22		ENSG00000112651
MRPL2	uL2m		ENSG00000112651
MRPL2P1			ENSG00000257480
MRPL3	MRL3	RPML3	ENSG00000114686
MRPL3	uL3m	RPML3	ENSG00000114686
MRPL3P1			ENSG00000215349
MRPL4	CGI-28		ENSG00000105364
MRPL4	uL4m		ENSG00000105364
MRPL9	bL9m		ENSG00000143436
MRPL9P1			ENSG00000254305
MRPL10	RPML8		ENSG00000159111
MRPL10	MRP-L8		ENSG00000159111
